"citation","doi","filename","variable","word_column","mean_column","sd_column","ss/item","min_score","max_score"
"Roberto Dell’acqua, Lorella Lotto, Remo Job. (2000). Naming times and standardized norms for the italian PD/DPSS set of 266 pictures: Direct comparisons with American, English, French, and Spanish published databases. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200832","DellAcqua2000_2.csv","familiar_american","word_italian","familiar_mean_american",,,1.52,4.78
"Roberto Dell’acqua, Lorella Lotto, Remo Job. (2000). Naming times and standardized norms for the italian PD/DPSS set of 266 pictures: Direct comparisons with American, English, French, and Spanish published databases. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200832","DellAcqua2000_2.csv","familiar_french","word_italian","familiar_mean_french",,,1.07,4.97
"Roberto Dell’acqua, Lorella Lotto, Remo Job. (2000). Naming times and standardized norms for the italian PD/DPSS set of 266 pictures: Direct comparisons with American, English, French, and Spanish published databases. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200832","DellAcqua2000_2.csv","familiar_italian","word_italian","familiar_mean_italian",,,0.75,4.77
"Roberto Dell’acqua, Lorella Lotto, Remo Job. (2000). Naming times and standardized norms for the italian PD/DPSS set of 266 pictures: Direct comparisons with American, English, French, and Spanish published databases. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200832","DellAcqua2000_2.csv","familiar_spansih","word_italian","familiar_mean_spansih",,,1.31,4.94
"Pasquale A. Della Rosa, Eleonora Catricalà, Gabriella Vigliocco, Stefano F. Cappa. (2010). Beyond the abstract—concrete dichotomy: Mode of acquisition, concreteness, imageability, familiarity, age of acquisition, context availability, and abstractness norms for a set of 417 Italian words. Behavior Research Methods","https://doi.org/10.3758/brm.42.4.1042","DellaRosa2010.csv","aoa","word_italian","aoa_mean","aoa_sd",,118,606
"Pasquale A. Della Rosa, Eleonora Catricalà, Gabriella Vigliocco, Stefano F. Cappa. (2010). Beyond the abstract—concrete dichotomy: Mode of acquisition, concreteness, imageability, familiarity, age of acquisition, context availability, and abstractness norms for a set of 417 Italian words. Behavior Research Methods","https://doi.org/10.3758/brm.42.4.1042","DellaRosa2010.csv","concrete","word_italian","concrete_mean","concrete_sd",,132,700
"Pasquale A. Della Rosa, Eleonora Catricalà, Gabriella Vigliocco, Stefano F. Cappa. (2010). Beyond the abstract—concrete dichotomy: Mode of acquisition, concreteness, imageability, familiarity, age of acquisition, context availability, and abstractness norms for a set of 417 Italian words. Behavior Research Methods","https://doi.org/10.3758/brm.42.4.1042","DellaRosa2010.csv","familiar","word_italian","familiar_mean","familiar_sd",,253,700
"Pasquale A. Della Rosa, Eleonora Catricalà, Gabriella Vigliocco, Stefano F. Cappa. (2010). Beyond the abstract—concrete dichotomy: Mode of acquisition, concreteness, imageability, familiarity, age of acquisition, context availability, and abstractness norms for a set of 417 Italian words. Behavior Research Methods","https://doi.org/10.3758/brm.42.4.1042","DellaRosa2010.csv","imagine","word_italian","imagine_mean","imagine_sd",,129,700
"Alain Desrochers, Glenn L. Thompson. (2009). Subjective frequency and imageability ratings for 3,600 French nouns. Behavior Research Methods","https://doi.org/10.3758/brm.41.2.546","Desrochers2009.csv","imagine","word_french","imagine_mean","imagine_sd",,1.08,7
"Antonio M. Díez-Álamo, Emiliano Díez, Dominika Zofia Wojcik, María Angeles Alonso, Angel Fernandez. (2019). Sensory experience ratings for 5,500 Spanish words. Behavior Research Methods","https://doi.org/10.3758/s13428-018-1057-0","Diez-Alamo2018.csv","aoa","word_spanish","aoa_mean","aoa_sd",,1.472,6.543
"Antonio M. Díez-Álamo, Emiliano Díez, María Ángeles Alonso, C. Alejandra Vargas, Angel Fernandez. (2018). Normative ratings for perceptual and motor attributes of 750 object concepts in Spanish. Behavior Research Methods","https://doi.org/10.3758/s13428-017-0970-y","Diez-Alamo2018a.csv","concrete","word_spanish","concrete_mean",,,3.27,6.8
"Antonio M. Díez-Álamo, Emiliano Díez, María Ángeles Alonso, C. Alejandra Vargas, Angel Fernandez. (2018). Normative ratings for perceptual and motor attributes of 750 object concepts in Spanish. Behavior Research Methods","https://doi.org/10.3758/s13428-017-0970-y","Diez-Alamo2018a.csv","imagine","word_spanish","imagine_mean",,,3.27,7
"María Dimitropoulou, Jon Andoni Duñabeitia, Panagiotis Blitsas, Manuel Carreiras. (2009). A standardized set of 260 pictures for Modern Greek: Norms for name agreement, age of acquisition, and visual complexity. Behavior Research Methods","https://doi.org/10.3758/brm.41.2.584","Dimitripoulou2009.csv","aoa_subjective","word_greek","aoa_subjective_mean","aoa_subjective_sd",,1.28,4.08
"Peter Sheridan Dodds, Kameron Decker Harris, Isabel M. Kloumann, Catherine A. Bliss, Christopher M. Danforth. (2011). Temporal Patterns of Happiness and Information in a Global Social Network: Hedonometrics and Twitter. PLoS ONE","https://doi.org/10.1371/journal.pone.0026752","Dodds2011.csv","happiness","word_english","happiness_mean","happiness_sd",,1.3,8.5
"Andrew Duchon, Manuel Perea, Nuria Sebastián-Gallés, Antonia Martí, Manuel Carreiras. (2013). EsPal: One-stop shopping for Spanish word properties. Behavior Research Methods","https://doi.org/10.3758/s13428-013-0326-1","Duchon2013.csv","concrete","word_spanish","concrete_mean",,,2.186,6.728
"Andrew Duchon, Manuel Perea, Nuria Sebastián-Gallés, Antonia Martí, Manuel Carreiras. (2013). EsPal: One-stop shopping for Spanish word properties. Behavior Research Methods","https://doi.org/10.3758/s13428-013-0326-1","Duchon2013.csv","familiar","word_spanish","familiar_mean",,,2.258,7
"Andrew Duchon, Manuel Perea, Nuria Sebastián-Gallés, Antonia Martí, Manuel Carreiras. (2013). EsPal: One-stop shopping for Spanish word properties. Behavior Research Methods","https://doi.org/10.3758/s13428-013-0326-1","Duchon2013.csv","imagine","word_spanish","imagine_mean",,,1.575,7
"Dušica Filipović Đurđević. (2019). BALANCE OF MEANING PROBABILITIES IN PROCESSING OF SERBIAN HOMONYMY. Primenjena psihologija","https://doi.org/10.19090/pp.2019.3.283-304","Durdevic2019.csv","concrete","word_serbian","concrete_mean",,,1.8,7
"Dušica Filipović Đurđević. (2019). BALANCE OF MEANING PROBABILITIES IN PROCESSING OF SERBIAN HOMONYMY. Primenjena psihologija","https://doi.org/10.19090/pp.2019.3.283-304","Durdevic2019.csv","familiar","word_serbian","familiar_mean",,,3.3,6.85
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","concrete_english","word_english","concrete_mean_english","concrete_sd_english",,4.21,4.21
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","concrete_finnish","word_english","concrete_mean_finnish","concrete_sd_finnish",,4.51,4.51
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","emotionalcharge_english","word_english","emotionalcharge_mean_english","emotionalcharge_sd_english",,5.19,5.19
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","emotionalcharge_finnish","word_english","emotionalcharge_mean_finnish","emotionalcharge_sd_finnish",,3.81,3.81
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","familiar_english","word_english","familiar_mean_english","familiar_sd_english",,3.42,3.42
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","familiar_finnish","word_english","familiar_mean_finnish","familiar_sd_finnish",,1.42,1.42
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","valence_english","word_english","valence_mean_english","valence_sd_english",,0.69,0.69
"Tiina M. Eilola, Jelena Havelka. (2010). Affective norms for 210 British English and Finnish nouns. Behavior Research Methods","https://doi.org/10.3758/brm.42.1.134","Eilola2010.csv","valence_finnish","word_english","valence_mean_finnish","valence_sd_finnish",,1.33,1.33
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","aoa_log","word_english","aoa_mean_log",,,0.286306739,0.84509804
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","aoa_log_first_lexeme","word_english","aoa_mean_log_first_lexeme",,,0.230448921,0.785329835
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","aoa_log_second_lexeme","word_english","aoa_mean_log_second_lexeme",,,0.301029996,0.799340549
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","familiar_american","word_english","familiar_mean_american",,,1.57,7
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","familiar_british","word_english","familiar_mean_british",,,1.67,6.93
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","familiar_first_lexeme","word_english","familiar_mean_first_lexeme",,,1,6.41
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","familiar_second_lexeme","word_english","familiar_mean_second_lexeme",,,1,6.43
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","imagine_american","word_english","imagine_mean_american",,,1.05,6.95
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","imagine_british","word_english","imagine_mean_british",,,1.2,6.97
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","imagine_first_lexeme","word_english","imagine_mean_first_lexeme",,,1.4,7
"Mahmoud Medhat Elsherif, Jon C. Catling, Steven Frisson. (2020). Two words as one: A multi-naming investigation of the age-of-acquisition effect in compound-word processing. Memory & Cognition","https://doi.org/10.3758/s13421-019-00986-6","Elsherif2020.csv","imagine_second_lexeme","word_english","imagine_mean_second_lexeme",,,1.4,6.9
"James R. Erickson, Carol Renaud Gaffney, Wendy P. Heath. (1987). Difficulty and familiarity norms for 192 single-solution word fragments. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03202580","Erickson1987.csv","familiar","word_english","familiar_mean",,,1,7.18
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","aoa_english","word_english","aoa_mean_english","aoa_sd_english",,1.38,6.55
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","aoa_welsh","word_english","aoa_mean_welsh","aoa_sd_welsh",,1.21,6.43
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","concrete_english","word_english","concrete_mean_english","concrete_sd_english",,1.29,7
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","concrete_welsh","word_english","concrete_mean_welsh","concrete_sd_welsh",,1.36,7
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","familiar_english","word_english","familiar_mean_english","familiar_sd_english",,1,7
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","familiar_welsh","word_english","familiar_mean_welsh","familiar_sd_welsh",,1.18,7
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","imagine_english","word_english","imagine_mean_english","imagine_sd_english",,1.5,7
"William J. Fear. (1997). Ratings for Welsh words and their English equivalents. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03200595","Fear1997.csv","imagine_welsh","word_english","imagine_mean_welsh","imagine_sd_welsh",,1.38,7
"Stephen Fearnley. (1997). MRC Psycholinguistic Database search program. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03204829","Fearnley1997.csv","aoa","word_english","aoa_mean",,,0,697
"Stephen Fearnley. (1997). MRC Psycholinguistic Database search program. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03204829","Fearnley1997.csv","concrete","word_english","concrete_mean",,,0,670
"Stephen Fearnley. (1997). MRC Psycholinguistic Database search program. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03204829","Fearnley1997.csv","familiar","word_english","familiar_mean",,,0,657
"Stephen Fearnley. (1997). MRC Psycholinguistic Database search program. Behavior Research Methods, Instruments, & Computers","https://doi.org/10.3758/bf03204829","Fearnley1997.csv","imagine","word_english","imagine_mean",,,0,667
"Ludovic Ferrand, Patrick Bonin, Alain Méot, Maria Augustinova, Boris New, Christophe Pallier, et al.. (2008). Age-of-acquisition and subjective frequency estimates for all generally known monosyllabic French words and their relation with other psycholinguistic variables. Behavior Research Methods","https://doi.org/10.3758/brm.40.4.1049","Ferrand2008.csv","aoa","word_french","aoa_mean","aoa_sd",,2.81868743,15.45352564
"Pilar Ferré, Marc Guasch, Cornelia Moldovan, Rosa Sánchez-Casas. (2012). Affective norms for 380 Spanish words belonging to three different semantic categories. Behavior Research Methods","https://doi.org/10.3758/s13428-011-0165-x","Ferre2012.csv","arousal","word_spanish","arousal_mean","arousal_sd",,2.55,8.21
"Pilar Ferré, Marc Guasch, Cornelia Moldovan, Rosa Sánchez-Casas. (2012). Affective norms for 380 Spanish words belonging to three different semantic categories. Behavior Research Methods","https://doi.org/10.3758/s13428-011-0165-x","Ferre2012.csv","concrete","word_spanish","concrete_mean","concrete_sd",,3.68,8.64
"Pilar Ferré, Marc Guasch, Cornelia Moldovan, Rosa Sánchez-Casas. (2012). Affective norms for 380 Spanish words belonging to three different semantic categories. Behavior Research Methods","https://doi.org/10.3758/s13428-011-0165-x","Ferre2012.csv","familiar","word_spanish","familiar_mean","familiar_sd",,1.63,8.64
"Pilar Ferré, Marc Guasch, Cornelia Moldovan, Rosa Sánchez-Casas. (2012). Affective norms for 380 Spanish words belonging to three different semantic categories. Behavior Research Methods","https://doi.org/10.3758/s13428-011-0165-x","Ferre2012.csv","valence","word_spanish","valence_mean","valence_sd",,1.21,8.08
"Pilar Ferré, Marc Guasch, Natalia Martínez-García, Isabel Fraga, José Antonio Hinojosa. (2017). Moved by words: Affective ratings for a set of 2,266 Spanish words in five discrete emotion categories. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0768-3","Ferre2017.csv","anger","word_spanish","anger_mean","anger_sd",,1,4.87
"Pilar Ferré, Marc Guasch, Natalia Martínez-García, Isabel Fraga, José Antonio Hinojosa. (2017). Moved by words: Affective ratings for a set of 2,266 Spanish words in five discrete emotion categories. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0768-3","Ferre2017.csv","disgust","word_spanish","disgust_mean","disgust_sd",,1,4.83
"Pilar Ferré, Marc Guasch, Natalia Martínez-García, Isabel Fraga, José Antonio Hinojosa. (2017). Moved by words: Affective ratings for a set of 2,266 Spanish words in five discrete emotion categories. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0768-3","Ferre2017.csv","fear","word_spanish","fear_mean","fear_sd",,1,4.8
"Pilar Ferré, Marc Guasch, Natalia Martínez-García, Isabel Fraga, José Antonio Hinojosa. (2017). Moved by words: Affective ratings for a set of 2,266 Spanish words in five discrete emotion categories. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0768-3","Ferre2017.csv","happiness","word_spanish","happiness_mean","happiness_sd",,1,4.93
"Pilar Ferré, Marc Guasch, Natalia Martínez-García, Isabel Fraga, José Antonio Hinojosa. (2017). Moved by words: Affective ratings for a set of 2,266 Spanish words in five discrete emotion categories. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0768-3","Ferre2017.csv","sad","word_spanish","sad_mean","sad_sd",,1,4.83
"Evelyn C. Ferstl, Alan Garnham, Christina Manouilidou. (2011). Implicit causality bias in English: a corpus of 300 verbs. Behavior Research Methods","https://doi.org/10.3758/s13428-010-0023-2","Ferstl2011.csv","valence","word_english","valence_mean",,,-2.9,2.7
"J. A. Fiez, D. Tranel. (1997). Standardized stimuli and procedures for investigating the retrieval of lexical and conceptual knowledge for actions. Memory & Cognition","https://doi.org/10.3758/bf03201129","Fiez1997.csv","familiar","word_english","familiar_mean","familiar_sd",,1.53,4.85
"Michael Friendly, Patricia E. Franklin, David Hoffman, David C. Rubin. (1982). The Toronto Word Pool: Norms for imagery, concreteness, orthographic variables, and grammatical usage for 1,080 words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03203275","Friendly1982.csv","concrete","word_english","concrete_mean","concrete_sd",,1.8,7
"Leila Ghasisin, Fariba Yadegari, Mehdi Rahgozar, Ali Nazari, Niloufar Rastegarianzade. (2015). A new set of 272 pictures for psycholinguistic studies: Persian norms for name agreement, image agreement, conceptual familiarity, visual complexity, and age of acquisition. Behavior Research Methods","https://doi.org/10.3758/s13428-014-0537-0","Ghasisin2015.csv","aoa_elderly","word_persian_phonetic","aoa_mean_elderly",,,1,5
"Leila Ghasisin, Fariba Yadegari, Mehdi Rahgozar, Ali Nazari, Niloufar Rastegarianzade. (2015). A new set of 272 pictures for psycholinguistic studies: Persian norms for name agreement, image agreement, conceptual familiarity, visual complexity, and age of acquisition. Behavior Research Methods","https://doi.org/10.3758/s13428-014-0537-0","Ghasisin2015.csv","aoa_middle_age","word_persian_phonetic","aoa_mean_middle_age",,,1,4.4
"Leila Ghasisin, Fariba Yadegari, Mehdi Rahgozar, Ali Nazari, Niloufar Rastegarianzade. (2015). A new set of 272 pictures for psycholinguistic studies: Persian norms for name agreement, image agreement, conceptual familiarity, visual complexity, and age of acquisition. Behavior Research Methods","https://doi.org/10.3758/s13428-014-0537-0","Ghasisin2015.csv","familiar_elderly","word_persian_phonetic","familiar_mean_elderly",,,1.05,5
"Leila Ghasisin, Fariba Yadegari, Mehdi Rahgozar, Ali Nazari, Niloufar Rastegarianzade. (2015). A new set of 272 pictures for psycholinguistic studies: Persian norms for name agreement, image agreement, conceptual familiarity, visual complexity, and age of acquisition. Behavior Research Methods","https://doi.org/10.3758/s13428-014-0537-0","Ghasisin2015.csv","familiar_middle_age","word_persian_phonetic","familiar_mean_middle_age",,,1.06,5
"Mandy Ghyselinck, Wendy De Moor, Marc Brysbaert. (2000). Age-of-Acquisition Ratings for 2816 Dutch Four- and Five-Letter
                        Nouns. Psychologica Belgica","https://doi.org/10.5334/pb.958","Ghyselinck2000.csv","aoa","word_dutch","aoa_mean",,,1.92,17.14
"Mandy Ghyselinck, Roel Custers, Marc Brysbaert. (2003). Age-of-Acquisition Ratings for 2332 Dutch Words from 49 Different
                        Semantic Categories. Psychologica Belgica","https://doi.org/10.5334/pb.1009","Ghyselinck2003.csv","aoa","word_dutch","aoa_mean",,,0,18
"K. J. Gilhooly, D. Hay. (1977). Imagery, concreteness, age-of-acquisition, familiarity, and meaningfulness values for 205 five-letter words having single-solution anagrams. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03202210","Gilhooly1977.csv","aoa","word_english","aoa_mean","aoa_sd",,1.38,6.9
"K. J. Gilhooly, D. Hay. (1977). Imagery, concreteness, age-of-acquisition, familiarity, and meaningfulness values for 205 five-letter words having single-solution anagrams. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03202210","Gilhooly1977.csv","concrete","word_english","concrete_mean","concrete_sd",,2,6.7
"K. J. Gilhooly, D. Hay. (1977). Imagery, concreteness, age-of-acquisition, familiarity, and meaningfulness values for 205 five-letter words having single-solution anagrams. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03202210","Gilhooly1977.csv","familiar","word_english","familiar_mean","familiar_sd",,1.52,6.67
"K. J. Gilhooly, D. Hay. (1977). Imagery, concreteness, age-of-acquisition, familiarity, and meaningfulness values for 205 five-letter words having single-solution anagrams. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03202210","Gilhooly1977.csv","imagine","word_english","imagine_mean","imagine_sd",,1.34,6.68
"K. J. Gilhooly, R. H. Logie. (1980). Meaning-dependent ratings of imagery, age of acquisition, familiarity, and concreteness for 387 ambiguous words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201694","Gilhooly1980.csv","aoa","word_english","aoa_mean","aoa_sd",,1.56,7
"K. J. Gilhooly, R. H. Logie. (1980). Meaning-dependent ratings of imagery, age of acquisition, familiarity, and concreteness for 387 ambiguous words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201694","Gilhooly1980.csv","concrete","word_english","concrete_mean","concrete_sd",,1.69,6.64
"K. J. Gilhooly, R. H. Logie. (1980). Meaning-dependent ratings of imagery, age of acquisition, familiarity, and concreteness for 387 ambiguous words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201694","Gilhooly1980.csv","familiar","word_english","familiar_mean","familiar_sd",,1.1,6.66
"K. J. Gilhooly, R. H. Logie. (1980). Meaning-dependent ratings of imagery, age of acquisition, familiarity, and concreteness for 387 ambiguous words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201694","Gilhooly1980.csv","imagine","word_english","imagine_mean","imagine_sd",,2.03,6.43
"K. J. Gilhooly, R. H. Logie. (1980). Age-of-acquisition, imagery, concreteness, familiarity, and ambiguity measures for 1,944 words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201693","Gilhooly1980a.csv","aoa","word_english","aoa_mean","aoa_sd",,1.25,6.97
"K. J. Gilhooly, R. H. Logie. (1980). Age-of-acquisition, imagery, concreteness, familiarity, and ambiguity measures for 1,944 words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201693","Gilhooly1980a.csv","concrete","word_english","concrete_mean","concrete_sd",,1.57,6.83
"K. J. Gilhooly, R. H. Logie. (1980). Age-of-acquisition, imagery, concreteness, familiarity, and ambiguity measures for 1,944 words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201693","Gilhooly1980a.csv","familiar","word_english","familiar_mean","familiar_sd",,1.26,7.7
"K. J. Gilhooly, R. H. Logie. (1980). Age-of-acquisition, imagery, concreteness, familiarity, and ambiguity measures for 1,944 words. Behavior Research Methods & Instrumentation","https://doi.org/10.3758/bf03201693","Gilhooly1980a.csv","imagine","word_english","imagine_mean","imagine_sd",,1.35,6.73
"İlyas Göz, Ali İ. Tekcan, Aslı Aktan Erciyes. (2017). Subjective age-of-acquisition norms for 600 Turkish words from four age groups. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0817-y","Goz2017.csv","aoa_children","word_turkish","aoa_mean_children","aoa_sd_children",,1.06,4.36
"İlyas Göz, Ali İ. Tekcan, Aslı Aktan Erciyes. (2017). Subjective age-of-acquisition norms for 600 Turkish words from four age groups. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0817-y","Goz2017.csv","aoa_middle_aged","word_turkish","aoa_mean_middle_aged","aoa_sd_middle_aged",,1.21,6.49
"İlyas Göz, Ali İ. Tekcan, Aslı Aktan Erciyes. (2017). Subjective age-of-acquisition norms for 600 Turkish words from four age groups. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0817-y","Goz2017.csv","aoa_older","word_turkish","aoa_mean_older",,,1.1,6.6
"İlyas Göz, Ali İ. Tekcan, Aslı Aktan Erciyes. (2017). Subjective age-of-acquisition norms for 600 Turkish words from four age groups. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0817-y","Goz2017.csv","aoa_older_adults","word_turkish","aoa_mean_older_adults","aoa_sd_older_adults",,1.28,6.58
"İlyas Göz, Ali İ. Tekcan, Aslı Aktan Erciyes. (2017). Subjective age-of-acquisition norms for 600 Turkish words from four age groups. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0817-y","Goz2017.csv","aoa_overall","word_turkish","aoa_overall_mean","aoa_overall_sd",,1.18,6.24
"İlyas Göz, Ali İ. Tekcan, Aslı Aktan Erciyes. (2017). Subjective age-of-acquisition norms for 600 Turkish words from four age groups. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0817-y","Goz2017.csv","concrete","word_turkish","concrete_mean",,,1.39,7
"İlyas Göz, Ali İ. Tekcan, Aslı Aktan Erciyes. (2017). Subjective age-of-acquisition norms for 600 Turkish words from four age groups. Behavior Research Methods","https://doi.org/10.3758/s13428-016-0817-y","Goz2017.csv","imagine","word_turkish","imagine_mean",,,1.52,6.77
"María Álvarez de la Granja, María Carmen Parafita Couto, Ana Rita Sá-Leite, Isabel Fraga, Jon Andoni Duñabeitia, Christos Pliatsikas, et al.. (2025). The Galician MultiPic: a picture dataset that captures lexical variation. Frontiers in Psychology","https://doi.org/10.3389/fpsyg.2025.1551000","Granja2025.csv","familiar","word_galician","familiar_mean","familiar_sd",,52.65882353,79.68235294
"Andrei Grigoriev, Ivan Oshhepkov. (2013). Objective age of acquisition norms for a set of 286 words in Russian: Relationships with other psycholinguistic variables. Behavior Research Methods","https://doi.org/10.3758/s13428-013-0319-0","Grigoriev2013.csv","aoa_objective_months","word_russian","aoa_objective_mean_months",,,29.14,140
"Andrei Grigoriev, Ivan Oshhepkov. (2013). Objective age of acquisition norms for a set of 286 words in Russian: Relationships with other psycholinguistic variables. Behavior Research Methods","https://doi.org/10.3758/s13428-013-0319-0","Grigoriev2013.csv","familiar","word_russian","familiar_mean","familiar_sd",,1.02,4.95
"Andrei Grigoriev, Ivan Oshhepkov. (2013). Objective age of acquisition norms for a set of 286 words in Russian: Relationships with other psycholinguistic variables. Behavior Research Methods","https://doi.org/10.3758/s13428-013-0319-0","Grigoriev2013.csv","imagine","word_russian","imagine_mean","imagine_sd",,0.25,6.87
"Daniel Grühn, Jacqui Smith. (2008). Characteristics for 200 words rated by young and older adults: Age-dependent evaluations of German adjectives (AGE). Behavior Research Methods","https://doi.org/10.3758/brm.40.4.1088","Gruhn2008a.csv","arousal","word_german","arousal_mean",,,1.438,6.667
